extracted_university
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['massachusetts institute of technology']
['']
['']
['massachusetts institute of technology']
['massachusetts institute of technology']
['']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
['virginia polytechnic institute and state university']
